"","project","year","month","day","plot_id","ecoregion","latitude","longitude","pft","family","genus","species","binomial","specific_leaf_area","leaf_carbon","leaf_nitrogen","leaf_c_to_n","leaf_life","tmean.gy.c","ppt.gy.mm"
"136","CADIS",2014,7,18,1011,"Eastern Cascades",44.2471,-121.433,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",71.1,47.7,0.92,51.85,NA,8.18,328
"137","CADIS",2014,7,18,1011,"Eastern Cascades",44.2471,-121.433,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",72.3,48.2,0.99,48.69,NA,8.18,328
"138","CADIS",2014,7,18,1011,"Eastern Cascades",44.2471,-121.433,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",75.1,47.3,0.92,51.41,NA,8.18,328
"139","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",57.2,48.6,0.77,63.12,NA,8.79,248
"140","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",57.6,47.5,0.93,51.08,NA,8.79,248
"141","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",62.5,49.1,0.79,62.15,NA,8.79,248
"142","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",62.8,48.4,0.95,50.95,NA,8.79,248
"143","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",65.5,48.5,0.95,51.05,NA,8.79,248
"144","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",67.6,49,1.04,47.12,NA,8.79,248
"145","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",68.1,47.3,0.74,63.92,NA,8.79,248
"146","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",70.5,47.8,1.03,46.41,NA,8.79,248
"147","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",71.4,48.2,1.11,43.42,NA,8.79,248
"148","CADIS",2014,7,8,1012,"Eastern Cascades",44.2974,-121.333,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",74.5,48.1,1.13,42.57,NA,8.79,248
"149","CADIS",2014,7,9,1013,"Eastern Cascades",44.3113,-121.3275,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",62.8,48,1.2,40,NA,9,257
"150","CADIS",2014,7,9,1013,"Eastern Cascades",44.3113,-121.3275,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",65.1,47.2,1.33,35.49,NA,9,257
"151","CADIS",2014,7,9,1013,"Eastern Cascades",44.3113,-121.3275,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",69,46.8,1.39,33.67,NA,9,257
"152","CADIS",2014,7,9,1013,"Eastern Cascades",44.3113,-121.3275,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",69.6,48.9,1.44,33.96,NA,9,257
"153","CADIS",2014,7,9,1013,"Eastern Cascades",44.3113,-121.3275,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",73,47,1.39,33.81,NA,9,257
"154","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",50.3,48.6,0.56,86.79,NA,8.67,290
"155","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",53.4,48.5,0.88,55.11,NA,8.67,290
"156","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",56.7,46.9,0.73,64.25,NA,8.67,290
"157","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",57.8,47.4,0.77,61.56,NA,8.67,290
"158","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",58.6,47.5,0.79,60.13,NA,8.67,290
"159","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",59.3,48.5,0.78,62.18,NA,8.67,290
"160","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",60.3,47.5,0.67,70.9,NA,8.67,290
"161","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",64.2,47.6,0.74,64.32,NA,8.67,290
"162","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",65.6,51.1,1.01,50.59,NA,8.67,290
"163","CADIS",2014,7,3,1014,"Eastern Cascades",44.264,-121.3435,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",66.4,48,0.72,66.67,NA,8.67,290
"164","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",45.3,51.1,0.75,68.13,NA,7.02,864
"165","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",48.4,50.6,0.78,64.87,NA,7.02,864
"166","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",55.4,51.9,0.74,70.14,NA,7.02,864
"167","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",76.5,51,0.87,58.62,NA,7.02,864
"168","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",84.9,51.9,0.88,58.98,NA,7.02,864
"169","COHO",2002,6,20,97,"Eastern Cascades",44.446,-121.712,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",85.5,52.2,0.92,56.74,NA,7.02,864
"170","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",43,51.4,0.97,52.99,NA,8.02,349
"171","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",46.4,51.9,0.86,60.35,NA,8.02,349
"172","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",49.3,51.3,0.77,66.62,NA,8.02,349
"173","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",49.4,53.3,0.82,65,NA,8.02,349
"174","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",50.6,50.9,0.72,70.69,NA,8.02,349
"175","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",53.5,51.3,0.93,55.16,NA,8.02,349
"176","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",58.6,51.1,0.81,63.09,NA,8.02,349
"177","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",59.5,51.2,0.86,59.53,NA,8.02,349
"178","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",61.5,50.7,0.84,60.36,NA,8.02,349
"179","COHO",2002,6,19,98,"Eastern Cascades",44.257,-121.485,"evergreen needleleaf tree","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",64.7,50.3,0.7,71.86,NA,8.02,349
"180","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",47.3,52.3,1.04,50.29,NA,7.95,581
"181","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",47.8,52.3,1.04,50.29,NA,7.95,581
"182","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",48.3,52.3,1.04,50.29,NA,7.95,581
"183","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",52.1,51.2,0.87,58.85,NA,7.95,581
"184","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",53.3,52.3,1.04,50.29,NA,7.95,581
"185","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",53.8,51.2,0.87,58.85,NA,7.95,581
"186","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",54.1,51.2,0.87,58.85,NA,7.95,581
"187","COHO",2000,5,24,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",73.8,51.2,0.87,58.85,NA,7.95,581
"188","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",235.8,48.83,2.54,19.22,1,7.95,581
"189","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",249.5,49.38,2.37,20.84,1,7.95,581
"190","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",255.4,49.21,2.54,19.37,1,7.95,581
"191","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",266.4,49.6,1.74,28.51,1,7.95,581
"192","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",266.6,48.01,2.78,17.27,1,7.95,581
"193","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",277.8,50.47,2.96,17.05,1,7.95,581
"194","COHO",2001,6,29,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",280.6,49.01,3.16,15.51,1,7.95,581
"195","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",58.9,55.7,1.01,55.15,NA,7.95,581
"196","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",59.4,54.5,0.97,56.19,NA,7.95,581
"197","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",68.5,54.5,1.13,48.23,NA,7.95,581
"198","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",71.2,55.6,1.12,49.64,NA,7.95,581
"199","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",74.8,55.4,0.92,60.22,NA,7.95,581
"200","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",75.7,53.8,1.06,50.75,NA,7.95,581
"201","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",77.9,52.9,1.05,50.38,NA,7.95,581
"202","COHO",2000,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",81.4,52.7,0.82,64.27,NA,7.95,581
"203","COHO",2001,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",65.9,52.2,1.37,38.1,NA,7.95,581
"204","COHO",2001,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",66.7,52.29,1.2,43.58,NA,7.95,581
"205","COHO",2001,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",71.2,51.92,1.03,50.41,NA,7.95,581
"206","COHO",2001,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72.7,52.44,1.01,51.92,NA,7.95,581
"207","COHO",2001,7,25,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76,52.03,0.98,53.09,NA,7.95,581
"208","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",138,52.37,1.71,30.63,1,7.95,581
"209","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",160.3,51.92,2.05,25.33,1,7.95,581
"210","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",162.6,49.37,1.94,25.45,1,7.95,581
"211","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",178.6,49.28,1.94,25.4,1,7.95,581
"212","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",181.4,49.05,2.51,19.54,1,7.95,581
"213","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",189.6,49.22,1.85,26.61,1,7.95,581
"214","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",189.9,50.85,2.08,24.45,1,7.95,581
"215","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",190.5,50.24,2.48,20.26,1,7.95,581
"216","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",192.5,50.62,2.35,21.54,1,7.95,581
"217","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",192.9,50.87,2.47,20.6,1,7.95,581
"218","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",199.3,48.67,2.09,23.29,1,7.95,581
"219","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",199.7,49.51,2.59,19.12,1,7.95,581
"220","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",207.5,50.92,2.26,22.53,1,7.95,581
"221","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",213.9,49.08,1.73,28.37,1,7.95,581
"222","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",214.3,48.2,1.78,27.08,1,7.95,581
"223","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",222.4,49.98,2.42,20.65,1,7.95,581
"224","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",222.9,49.07,2.22,22.1,1,7.95,581
"225","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",244.7,50.26,2.03,24.76,1,7.95,581
"226","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",258,49.62,2.47,20.09,1,7.95,581
"227","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",284.1,48.39,1.87,25.88,1,7.95,581
"228","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"deciduous broadleaf shrub","Rosaceae","Purshia","tridentate","Purshia tridentate",320,47.66,1.72,27.71,1,7.95,581
"229","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",66.4,50.85,1.13,45,NA,7.95,581
"230","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",68,51.98,1.36,38.22,NA,7.95,581
"231","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",70.2,51.91,1.36,38.17,NA,7.95,581
"232","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",70.6,52.93,1.33,39.8,NA,7.95,581
"233","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",71.7,52.58,1.2,43.82,NA,7.95,581
"234","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72,52.77,1.27,41.55,NA,7.95,581
"235","COHO",2001,9,12,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",72.7,52.76,1.36,38.79,NA,7.95,581
"236","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",75.4,52.19,1.33,39.24,NA,7.95,581
"237","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",76.5,51.52,1.28,40.25,NA,7.95,581
"238","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",80.2,52.48,1.35,38.87,NA,7.95,581
"239","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",81.1,51.57,1.14,45.24,NA,7.95,581
"240","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.2,51.79,1.43,36.22,NA,7.95,581
"241","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.4,51.8,0.97,53.4,NA,7.95,581
"242","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.9,51.96,1.1,47.24,NA,7.95,581
"243","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",83.1,51.63,1.29,40.02,NA,7.95,581
"244","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",84.1,51.48,1.32,39,NA,7.95,581
"245","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",85.6,51.83,1.41,36.76,NA,7.95,581
"246","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",94.3,53.8,1.39,38.71,NA,7.95,581
"247","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",96.4,52.28,1.22,42.85,NA,7.95,581
"248","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",103.6,51.46,1.19,43.24,NA,7.95,581
"249","COHO",2001,9,20,99,"Eastern Cascades",44.498,-121.625,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",108.6,51.77,1.31,39.52,NA,7.95,581
"250","EPA",2001,10,3,1,"Coastal Range",45.1024,-123.8816,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",91.7,52.7,1.54,34.2,4,10.4,2489
"251","EPA",2001,10,3,1,"Coastal Range",45.1024,-123.8816,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",94.2,53.3,1.3,41,4,10.4,2489
"252","EPA",2001,10,3,1,"Coastal Range",45.1024,-123.8816,"evergreen needleleaf tree","Pinaceae","Picea","sitchensis","Picea sitchensis",105.5,53.4,1.53,34.9,4,10.4,2489
"253","EPA",2001,10,3,1,"Coastal Range",45.1024,-123.8816,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",136.9,54,1.56,34.6,4,10.4,2489
